submission_id,QUD,RT,age,condition,experiment_id,gender,optionLeft,optionRight,question,response,startDate,startTime,trial_name,trial_number
2622,NA,NA,27,4,258,male,NA,NA,Call the police or do nothing ?,4,Mon Aug 16 2021 22:43:24 GMT+0200 (Central European Summer Time),1629146604475,experimental_trial,1
2622,,8429,27,4,258,male,very bad,very good,How did you feel about your choice ?,7,Mon Aug 16 2021 22:43:24 GMT+0200 (Central European Summer Time),1629146604475,fit_backstory_fake_rating,1
2622,NA,NA,27,4,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 22:43:24 GMT+0200 (Central European Summer Time),1629146604475,understanding_check,1
2622,NA,NA,27,4,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 22:43:24 GMT+0200 (Central European Summer Time),1629146604475,identity_check_Pro ,1
2622,NA,NA,27,4,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 22:43:24 GMT+0200 (Central European Summer Time),1629146604475,identity_check_Anti ,1
2622,,17498,27,4,258,male,NA,NA,Which of the following statements is true?,incorrect,Mon Aug 16 2021 22:43:24 GMT+0200 (Central European Summer Time),1629146604475,understanding_check2,1
2622,,24085,27,4,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,4,Mon Aug 16 2021 22:43:24 GMT+0200 (Central European Summer Time),1629146604475,sympathy_rating,1
2620,NA,NA,28,2,258,female,NA,NA,Please select the topic you care about the most,Refugees,Mon Aug 16 2021 19:59:07 GMT+0200 (CEST),1629136747625,choice_of_political_topic,1
2620,NA,NA,28,2,258,female,NA,NA,Germany should open its borders for all refugees,3,Mon Aug 16 2021 19:59:07 GMT+0200 (CEST),1629136747625,rate_statement,1
2620,NA,NA,28,2,258,female,NA,NA,Call the police or do nothing ?,6,Mon Aug 16 2021 19:59:07 GMT+0200 (CEST),1629136747625,experimental_trial,1
2620,,6644,28,2,258,female,very bad,very good,How did you feel about your choice ?,6,Mon Aug 16 2021 19:59:07 GMT+0200 (CEST),1629136747625,fit_backstory_fake_rating,1
2620,NA,NA,28,2,258,female,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 19:59:07 GMT+0200 (CEST),1629136747625,understanding_check,1
2620,NA,NA,28,2,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,7,Mon Aug 16 2021 19:59:07 GMT+0200 (CEST),1629136747625,identity_check_Pro ,1
2620,NA,NA,28,2,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 19:59:07 GMT+0200 (CEST),1629136747625,identity_check_Anti ,1
2620,,81594,28,2,258,female,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 19:59:07 GMT+0200 (CEST),1629136747625,understanding_check2,1
2620,,61904,28,2,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Mon Aug 16 2021 19:59:07 GMT+0200 (CEST),1629136747625,sympathy_rating,1
2619,NA,NA,22,1,258,female,NA,NA,Please select the topic you care about the most,Refugees,Mon Aug 16 2021 19:29:04 GMT+0200 (Mitteleuropäische Sommerzeit),1629134944903,choice_of_political_topic,1
2619,NA,NA,22,1,258,female,NA,NA,Germany should open its borders for all refugees,5,Mon Aug 16 2021 19:29:04 GMT+0200 (Mitteleuropäische Sommerzeit),1629134944903,rate_statement,1
2619,NA,NA,22,1,258,female,NA,NA,Call the police or do nothing ?,4,Mon Aug 16 2021 19:29:04 GMT+0200 (Mitteleuropäische Sommerzeit),1629134944903,experimental_trial,1
2619,,19868,22,1,258,female,very bad,very good,How did you feel about your choice ?,2,Mon Aug 16 2021 19:29:04 GMT+0200 (Mitteleuropäische Sommerzeit),1629134944903,fit_backstory_fake_rating,1
2619,NA,NA,22,1,258,female,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 19:29:04 GMT+0200 (Mitteleuropäische Sommerzeit),1629134944903,understanding_check,1
2619,NA,NA,22,1,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,7,Mon Aug 16 2021 19:29:04 GMT+0200 (Mitteleuropäische Sommerzeit),1629134944903,identity_check_Pro ,1
2619,NA,NA,22,1,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 19:29:04 GMT+0200 (Mitteleuropäische Sommerzeit),1629134944903,identity_check_Anti ,1
2619,,16888,22,1,258,female,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 19:29:04 GMT+0200 (Mitteleuropäische Sommerzeit),1629134944903,understanding_check2,1
2619,,13235,22,1,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Mon Aug 16 2021 19:29:04 GMT+0200 (Mitteleuropäische Sommerzeit),1629134944903,sympathy_rating,1
2617,NA,NA,25,2,258,male,NA,NA,Please select the topic you care about the most,Drug legalization,Mon Aug 16 2021 18:16:56 GMT+0200 (Central European Summer Time),1629130616174,choice_of_political_topic,1
2617,NA,NA,25,2,258,male,NA,NA,Possession of drugs should be legalized,3,Mon Aug 16 2021 18:16:56 GMT+0200 (Central European Summer Time),1629130616174,rate_statement,1
2617,NA,NA,25,2,258,male,NA,NA,Call the police or do nothing ?,6,Mon Aug 16 2021 18:16:56 GMT+0200 (Central European Summer Time),1629130616174,experimental_trial,1
2617,,2124,25,2,258,male,very bad,very good,How did you feel about your choice ?,6,Mon Aug 16 2021 18:16:56 GMT+0200 (Central European Summer Time),1629130616174,fit_backstory_fake_rating,1
2617,NA,NA,25,2,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 18:16:56 GMT+0200 (Central European Summer Time),1629130616174,understanding_check,1
2617,NA,NA,25,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Mon Aug 16 2021 18:16:56 GMT+0200 (Central European Summer Time),1629130616174,identity_check_Pro ,1
2617,NA,NA,25,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,2,Mon Aug 16 2021 18:16:56 GMT+0200 (Central European Summer Time),1629130616174,identity_check_Anti ,1
2617,,4282,25,2,258,male,NA,NA,Which of the following statements is true?,incorrect,Mon Aug 16 2021 18:16:56 GMT+0200 (Central European Summer Time),1629130616174,understanding_check2,1
2617,,6906,25,2,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Mon Aug 16 2021 18:16:56 GMT+0200 (Central European Summer Time),1629130616174,sympathy_rating,1
2616,NA,NA,26,2,258,male,NA,NA,Please select the topic you care about the most,Feminism,Mon Aug 16 2021 18:13:08 GMT+0200 (Central European Summer Time),1629130388369,choice_of_political_topic,1
2616,NA,NA,26,2,258,male,NA,NA,Feminism is important and beneficial to modern society,3,Mon Aug 16 2021 18:13:08 GMT+0200 (Central European Summer Time),1629130388369,rate_statement,1
2616,NA,NA,26,2,258,male,NA,NA,Call the police or do nothing ?,6,Mon Aug 16 2021 18:13:08 GMT+0200 (Central European Summer Time),1629130388369,experimental_trial,1
2616,,11363,26,2,258,male,very bad,very good,How did you feel about your choice ?,5,Mon Aug 16 2021 18:13:08 GMT+0200 (Central European Summer Time),1629130388369,fit_backstory_fake_rating,1
2616,NA,NA,26,2,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 18:13:08 GMT+0200 (Central European Summer Time),1629130388369,understanding_check,1
2616,NA,NA,26,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Mon Aug 16 2021 18:13:08 GMT+0200 (Central European Summer Time),1629130388369,identity_check_Pro ,1
2616,NA,NA,26,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,2,Mon Aug 16 2021 18:13:08 GMT+0200 (Central European Summer Time),1629130388369,identity_check_Anti ,1
2616,,9123,26,2,258,male,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 18:13:08 GMT+0200 (Central European Summer Time),1629130388369,understanding_check2,1
2616,,9301,26,2,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Mon Aug 16 2021 18:13:08 GMT+0200 (Central European Summer Time),1629130388369,sympathy_rating,1
2615,NA,NA,20,3,258,male,NA,NA,Please select the topic you care about the most,Refugees,Mon Aug 16 2021 16:58:08 GMT+0200 (Mitteleuropäische Sommerzeit),1629125888644,choice_of_political_topic,1
2615,NA,NA,20,3,258,male,NA,NA,Germany should open its borders for all refugees,-5,Mon Aug 16 2021 16:58:08 GMT+0200 (Mitteleuropäische Sommerzeit),1629125888644,rate_statement,1
2615,NA,NA,20,3,258,male,NA,NA,Call the police or do nothing ?,1,Mon Aug 16 2021 16:58:08 GMT+0200 (Mitteleuropäische Sommerzeit),1629125888644,experimental_trial,1
2615,,3158,20,3,258,male,very bad,very good,How did you feel about your choice ?,7,Mon Aug 16 2021 16:58:08 GMT+0200 (Mitteleuropäische Sommerzeit),1629125888644,fit_backstory_fake_rating,1
2615,NA,NA,20,3,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 16:58:08 GMT+0200 (Mitteleuropäische Sommerzeit),1629125888644,understanding_check,1
2615,NA,NA,20,3,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,4,Mon Aug 16 2021 16:58:08 GMT+0200 (Mitteleuropäische Sommerzeit),1629125888644,identity_check_Pro ,1
2615,NA,NA,20,3,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,5,Mon Aug 16 2021 16:58:08 GMT+0200 (Mitteleuropäische Sommerzeit),1629125888644,identity_check_Anti ,1
2615,,17653,20,3,258,male,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 16:58:08 GMT+0200 (Mitteleuropäische Sommerzeit),1629125888644,understanding_check2,1
2615,,18611,20,3,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,2,Mon Aug 16 2021 16:58:08 GMT+0200 (Mitteleuropäische Sommerzeit),1629125888644,sympathy_rating,1
2613,NA,NA,22,1,258,male,NA,NA,Please select the topic you care about the most,Drug legalization,Mon Aug 16 2021 15:24:29 GMT+0200 (Mitteleuropäische Sommerzeit),1629120269418,choice_of_political_topic,1
2613,NA,NA,22,1,258,male,NA,NA,Possession of drugs should be legalized,5,Mon Aug 16 2021 15:24:29 GMT+0200 (Mitteleuropäische Sommerzeit),1629120269418,rate_statement,1
2613,NA,NA,22,1,258,male,NA,NA,Call the police or do nothing ?,5,Mon Aug 16 2021 15:24:29 GMT+0200 (Mitteleuropäische Sommerzeit),1629120269418,experimental_trial,1
2613,,3779,22,1,258,male,very bad,very good,How did you feel about your choice ?,6,Mon Aug 16 2021 15:24:29 GMT+0200 (Mitteleuropäische Sommerzeit),1629120269418,fit_backstory_fake_rating,1
2613,NA,NA,22,1,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 15:24:29 GMT+0200 (Mitteleuropäische Sommerzeit),1629120269418,understanding_check,1
2613,NA,NA,22,1,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,4,Mon Aug 16 2021 15:24:29 GMT+0200 (Mitteleuropäische Sommerzeit),1629120269418,identity_check_Pro ,1
2613,NA,NA,22,1,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 15:24:29 GMT+0200 (Mitteleuropäische Sommerzeit),1629120269418,identity_check_Anti ,1
2613,,11408,22,1,258,male,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 15:24:29 GMT+0200 (Mitteleuropäische Sommerzeit),1629120269418,understanding_check2,1
2613,,10930,22,1,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Mon Aug 16 2021 15:24:29 GMT+0200 (Mitteleuropäische Sommerzeit),1629120269418,sympathy_rating,1
2612,NA,NA,28,3,258,male,NA,NA,Please select the topic you care about the most,Refugees,Mon Aug 16 2021 15:28:57 GMT+0200 (Central European Summer Time),1629120537435,choice_of_political_topic,1
2612,NA,NA,28,3,258,male,NA,NA,Germany should open its borders for all refugees,4,Mon Aug 16 2021 15:28:57 GMT+0200 (Central European Summer Time),1629120537435,rate_statement,1
2612,NA,NA,28,3,258,male,NA,NA,Call the police or do nothing ?,1,Mon Aug 16 2021 15:28:57 GMT+0200 (Central European Summer Time),1629120537435,experimental_trial,1
2612,,5152,28,3,258,male,very bad,very good,How did you feel about your choice ?,7,Mon Aug 16 2021 15:28:57 GMT+0200 (Central European Summer Time),1629120537435,fit_backstory_fake_rating,1
2612,NA,NA,28,3,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 15:28:57 GMT+0200 (Central European Summer Time),1629120537435,understanding_check,1
2612,NA,NA,28,3,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,7,Mon Aug 16 2021 15:28:57 GMT+0200 (Central European Summer Time),1629120537435,identity_check_Pro ,1
2612,NA,NA,28,3,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 15:28:57 GMT+0200 (Central European Summer Time),1629120537435,identity_check_Anti ,1
2612,,46485,28,3,258,male,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 15:28:57 GMT+0200 (Central European Summer Time),1629120537435,understanding_check2,1
2612,,15757,28,3,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,4,Mon Aug 16 2021 15:28:57 GMT+0200 (Central European Summer Time),1629120537435,sympathy_rating,1
2611,NA,NA,27,1,258,male,NA,NA,Please select the topic you care about the most,Drug legalization,Mon Aug 16 2021 15:16:46 GMT+0200 (Mitteleuropäische Sommerzeit),1629119806185,choice_of_political_topic,1
2611,NA,NA,27,1,258,male,NA,NA,Possession of drugs should be legalized,4,Mon Aug 16 2021 15:16:46 GMT+0200 (Mitteleuropäische Sommerzeit),1629119806185,rate_statement,1
2611,NA,NA,27,1,258,male,NA,NA,Call the police or do nothing ?,1,Mon Aug 16 2021 15:16:46 GMT+0200 (Mitteleuropäische Sommerzeit),1629119806185,experimental_trial,1
2611,,22790,27,1,258,male,very bad,very good,How did you feel about your choice ?,7,Mon Aug 16 2021 15:16:46 GMT+0200 (Mitteleuropäische Sommerzeit),1629119806185,fit_backstory_fake_rating,1
2611,NA,NA,27,1,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 15:16:46 GMT+0200 (Mitteleuropäische Sommerzeit),1629119806185,understanding_check,1
2611,NA,NA,27,1,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,5,Mon Aug 16 2021 15:16:46 GMT+0200 (Mitteleuropäische Sommerzeit),1629119806185,identity_check_Pro ,1
2611,NA,NA,27,1,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,3,Mon Aug 16 2021 15:16:46 GMT+0200 (Mitteleuropäische Sommerzeit),1629119806185,identity_check_Anti ,1
2611,,9869,27,1,258,male,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 15:16:46 GMT+0200 (Mitteleuropäische Sommerzeit),1629119806185,understanding_check2,1
2611,,13877,27,1,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Mon Aug 16 2021 15:16:46 GMT+0200 (Mitteleuropäische Sommerzeit),1629119806185,sympathy_rating,1
2607,NA,NA,32,1,258,male,NA,NA,Please select the topic you care about the most,Gun control,Mon Aug 16 2021 14:47:58 GMT+0200 (Central European Summer Time),1629118078410,choice_of_political_topic,1
2607,NA,NA,32,1,258,male,NA,NA,Adults should have the right to carry a concealed handgun.,-5,Mon Aug 16 2021 14:47:58 GMT+0200 (Central European Summer Time),1629118078410,rate_statement,1
2607,NA,NA,32,1,258,male,NA,NA,Call the police or do nothing ?,1,Mon Aug 16 2021 14:47:58 GMT+0200 (Central European Summer Time),1629118078410,experimental_trial,1
2607,,4218,32,1,258,male,very bad,very good,How did you feel about your choice ?,4,Mon Aug 16 2021 14:47:58 GMT+0200 (Central European Summer Time),1629118078410,fit_backstory_fake_rating,1
2607,NA,NA,32,1,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 14:47:58 GMT+0200 (Central European Summer Time),1629118078410,understanding_check,1
2607,NA,NA,32,1,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 14:47:58 GMT+0200 (Central European Summer Time),1629118078410,identity_check_Pro ,1
2607,NA,NA,32,1,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,7,Mon Aug 16 2021 14:47:58 GMT+0200 (Central European Summer Time),1629118078410,identity_check_Anti ,1
2607,,6439,32,1,258,male,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 14:47:58 GMT+0200 (Central European Summer Time),1629118078410,understanding_check2,1
2607,,10944,32,1,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,4,Mon Aug 16 2021 14:47:58 GMT+0200 (Central European Summer Time),1629118078410,sympathy_rating,1
2606,NA,NA,29,2,258,male,NA,NA,Please select the topic you care about the most,Refugees,Mon Aug 16 2021 18:16:31 GMT+0530 (India Standard Time),1629117991799,choice_of_political_topic,1
2606,NA,NA,29,2,258,male,NA,NA,Germany should open its borders for all refugees,-2,Mon Aug 16 2021 18:16:31 GMT+0530 (India Standard Time),1629117991799,rate_statement,1
2606,NA,NA,29,2,258,male,NA,NA,Call the police or do nothing ?,3,Mon Aug 16 2021 18:16:31 GMT+0530 (India Standard Time),1629117991799,experimental_trial,1
2606,,2727,29,2,258,male,very bad,very good,How did you feel about your choice ?,7,Mon Aug 16 2021 18:16:31 GMT+0530 (India Standard Time),1629117991799,fit_backstory_fake_rating,1
2606,NA,NA,29,2,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 18:16:31 GMT+0530 (India Standard Time),1629117991799,understanding_check,1
2606,NA,NA,29,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 18:16:31 GMT+0530 (India Standard Time),1629117991799,identity_check_Pro ,1
2606,NA,NA,29,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 18:16:31 GMT+0530 (India Standard Time),1629117991799,identity_check_Anti ,1
2606,,11823,29,2,258,male,NA,NA,Which of the following statements is true?,incorrect,Mon Aug 16 2021 18:16:31 GMT+0530 (India Standard Time),1629117991799,understanding_check2,1
2606,,8038,29,2,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,1,Mon Aug 16 2021 18:16:31 GMT+0530 (India Standard Time),1629117991799,sympathy_rating,1
2605,NA,NA,28,2,258,male,NA,NA,Please select the topic you care about the most,Feminism,Mon Aug 16 2021 14:43:27 GMT+0200 (Mitteleuropäische Sommerzeit),1629117807416,choice_of_political_topic,1
2605,NA,NA,28,2,258,male,NA,NA,Feminism is important and beneficial to modern society,5,Mon Aug 16 2021 14:43:27 GMT+0200 (Mitteleuropäische Sommerzeit),1629117807416,rate_statement,1
2605,NA,NA,28,2,258,male,NA,NA,Call the police or do nothing ?,5,Mon Aug 16 2021 14:43:27 GMT+0200 (Mitteleuropäische Sommerzeit),1629117807416,experimental_trial,1
2605,,3252,28,2,258,male,very bad,very good,How did you feel about your choice ?,5,Mon Aug 16 2021 14:43:27 GMT+0200 (Mitteleuropäische Sommerzeit),1629117807416,fit_backstory_fake_rating,1
2605,NA,NA,28,2,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 14:43:27 GMT+0200 (Mitteleuropäische Sommerzeit),1629117807416,understanding_check,1
2605,NA,NA,28,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Mon Aug 16 2021 14:43:27 GMT+0200 (Mitteleuropäische Sommerzeit),1629117807416,identity_check_Pro ,1
2605,NA,NA,28,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,2,Mon Aug 16 2021 14:43:27 GMT+0200 (Mitteleuropäische Sommerzeit),1629117807416,identity_check_Anti ,1
2605,,5369,28,2,258,male,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 14:43:27 GMT+0200 (Mitteleuropäische Sommerzeit),1629117807416,understanding_check2,1
2605,,5192,28,2,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,5,Mon Aug 16 2021 14:43:27 GMT+0200 (Mitteleuropäische Sommerzeit),1629117807416,sympathy_rating,1
2603,NA,NA,28,3,258,non-binary,NA,NA,Please select the topic you care about the most,Transgender rights,Mon Aug 16 2021 12:10:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629108654949,choice_of_political_topic,1
2603,NA,NA,28,3,258,non-binary,NA,NA,Transgender people should be allowed to use the bathrooms of the gender they identify as,5,Mon Aug 16 2021 12:10:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629108654949,rate_statement,1
2603,NA,NA,28,3,258,non-binary,NA,NA,Call the police or do nothing ?,5,Mon Aug 16 2021 12:10:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629108654949,experimental_trial,1
2603,,2989,28,3,258,non-binary,very bad,very good,How did you feel about your choice ?,7,Mon Aug 16 2021 12:10:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629108654949,fit_backstory_fake_rating,1
2603,NA,NA,28,3,258,non-binary,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 12:10:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629108654949,understanding_check,1
2603,NA,NA,28,3,258,non-binary,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Mon Aug 16 2021 12:10:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629108654949,identity_check_Pro ,1
2603,NA,NA,28,3,258,non-binary,NA,NA,Please rate how much you agree or disagree with the following statements:,2,Mon Aug 16 2021 12:10:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629108654949,identity_check_Anti ,1
2603,,12120,28,3,258,non-binary,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 12:10:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629108654949,understanding_check2,1
2603,,7583,28,3,258,non-binary,not at all,very strongly,Please rate how much you agree with the following statement: <br />,7,Mon Aug 16 2021 12:10:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629108654949,sympathy_rating,1
2602,NA,NA,23,2,258,male,NA,NA,Please select the topic you care about the most,Drug legalization,Mon Aug 16 2021 14:08:26 GMT+0200 (Central European Summer Time),1629115706192,choice_of_political_topic,1
2602,NA,NA,23,2,258,male,NA,NA,Possession of drugs should be legalized,1,Mon Aug 16 2021 14:08:26 GMT+0200 (Central European Summer Time),1629115706192,rate_statement,1
2602,NA,NA,23,2,258,male,NA,NA,Call the police or do nothing ?,6,Mon Aug 16 2021 14:08:26 GMT+0200 (Central European Summer Time),1629115706192,experimental_trial,1
2602,,3686,23,2,258,male,very bad,very good,How did you feel about your choice ?,6,Mon Aug 16 2021 14:08:26 GMT+0200 (Central European Summer Time),1629115706192,fit_backstory_fake_rating,1
2602,NA,NA,23,2,258,male,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 14:08:26 GMT+0200 (Central European Summer Time),1629115706192,understanding_check,1
2602,NA,NA,23,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,2,Mon Aug 16 2021 14:08:26 GMT+0200 (Central European Summer Time),1629115706192,identity_check_Pro ,1
2602,NA,NA,23,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 14:08:26 GMT+0200 (Central European Summer Time),1629115706192,identity_check_Anti ,1
2602,,12869,23,2,258,male,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 14:08:26 GMT+0200 (Central European Summer Time),1629115706192,understanding_check2,1
2602,,6923,23,2,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,3,Mon Aug 16 2021 14:08:26 GMT+0200 (Central European Summer Time),1629115706192,sympathy_rating,1
2601,NA,NA,21,3,258,female,NA,NA,Please select the topic you care about the most,Feminism,Mon Aug 16 2021 14:03:13 GMT+0200 (CEST),1629115393940,choice_of_political_topic,1
2601,NA,NA,21,3,258,female,NA,NA,Feminism is important and beneficial to modern society,4,Mon Aug 16 2021 14:03:13 GMT+0200 (CEST),1629115393940,rate_statement,1
2601,NA,NA,21,3,258,female,NA,NA,Call the police or do nothing ?,5,Mon Aug 16 2021 14:03:13 GMT+0200 (CEST),1629115393940,experimental_trial,1
2601,,5305,21,3,258,female,very bad,very good,How did you feel about your choice ?,4,Mon Aug 16 2021 14:03:13 GMT+0200 (CEST),1629115393940,fit_backstory_fake_rating,1
2601,NA,NA,21,3,258,female,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 14:03:13 GMT+0200 (CEST),1629115393940,understanding_check,1
2601,NA,NA,21,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Mon Aug 16 2021 14:03:13 GMT+0200 (CEST),1629115393940,identity_check_Pro ,1
2601,NA,NA,21,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,3,Mon Aug 16 2021 14:03:13 GMT+0200 (CEST),1629115393940,identity_check_Anti ,1
2601,,12070,21,3,258,female,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 14:03:13 GMT+0200 (CEST),1629115393940,understanding_check2,1
2601,,15851,21,3,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,5,Mon Aug 16 2021 14:03:13 GMT+0200 (CEST),1629115393940,sympathy_rating,1
2589,NA,NA,420,3,258,non-binary,NA,NA,Please select the topic you care about the most,AfD,Sun Aug 15 2021 22:31:34 GMT+0200 (Central European Summer Time),1629059494236,choice_of_political_topic,1
2589,NA,NA,420,3,258,non-binary,NA,NA,AfD winning the next federal election will be good for Germany,-5,Sun Aug 15 2021 22:31:34 GMT+0200 (Central European Summer Time),1629059494236,rate_statement,1
2589,NA,NA,420,3,258,non-binary,NA,NA,Call the police or do nothing ?,1,Sun Aug 15 2021 22:31:34 GMT+0200 (Central European Summer Time),1629059494236,experimental_trial,1
2589,,8185,420,3,258,non-binary,very bad,very good,How did you feel about your choice ?,7,Sun Aug 15 2021 22:31:34 GMT+0200 (Central European Summer Time),1629059494236,fit_backstory_fake_rating,1
2589,NA,NA,420,3,258,non-binary,NA,NA,Which of the following is true about the previous study?,correct,Sun Aug 15 2021 22:31:34 GMT+0200 (Central European Summer Time),1629059494236,understanding_check,1
2589,NA,NA,420,3,258,non-binary,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Sun Aug 15 2021 22:31:34 GMT+0200 (Central European Summer Time),1629059494236,identity_check_Pro ,1
2589,NA,NA,420,3,258,non-binary,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Sun Aug 15 2021 22:31:34 GMT+0200 (Central European Summer Time),1629059494236,identity_check_Anti ,1
2589,,13970,420,3,258,non-binary,NA,NA,Which of the following statements is true?,incorrect,Sun Aug 15 2021 22:31:34 GMT+0200 (Central European Summer Time),1629059494236,understanding_check2,1
2589,,10333,420,3,258,non-binary,not at all,very strongly,Please rate how much you agree with the following statement: <br />,7,Sun Aug 15 2021 22:31:34 GMT+0200 (Central European Summer Time),1629059494236,sympathy_rating,1
2585,NA,NA,20,1,258,female,NA,NA,Please select the topic you care about the most,AfD,Sun Aug 15 2021 20:33:13 GMT+0200 (Mitteleuropäische Sommerzeit),1629052393358,choice_of_political_topic,1
2585,NA,NA,20,1,258,female,NA,NA,AfD winning the next federal election will be good for Germany,-5,Sun Aug 15 2021 20:33:13 GMT+0200 (Mitteleuropäische Sommerzeit),1629052393358,rate_statement,1
2585,NA,NA,20,1,258,female,NA,NA,Call the police or do nothing ?,5,Sun Aug 15 2021 20:33:13 GMT+0200 (Mitteleuropäische Sommerzeit),1629052393358,experimental_trial,1
2585,,3621,20,1,258,female,very bad,very good,How did you feel about your choice ?,5,Sun Aug 15 2021 20:33:13 GMT+0200 (Mitteleuropäische Sommerzeit),1629052393358,fit_backstory_fake_rating,1
